study_id,breed,dmi_kg,cp_g_kg,ndf_g_kg,adf_g_kg,ee_g_kg,forage_pct,body_weight_kg,milk_yield_kg,additive_type,additive_dose,ch4_g_kg_dmi,ch4_g_day
S863,Holstein,12.99,74.3,713.6,447.6,48.6,27.4,548.2,23.6,none,0.0,22.45,291.5
S864,Holstein,15.92,257.0,633.6,369.4,44.0,34.5,608.5,8.8,nitrate,1.98,19.64,312.7
S865,Other,14.02,44.2,407.8,239.4,47.6,9.0,584.1,32.6,tannin,1.42,17.96,251.8
S866,Holstein,15.19,86.1,148.4,74.6,23.8,49.8,591.5,43.3,seaweed,0.16,17.72,269.3
S867,Holstein,14.76,49.3,103.8,,,15.8,654.3,0.0,nitrate,1.99,14.04,207.2
S868,Other,13.63,67.9,418.9,219.2,23.1,43.2,597.9,29.2,lipid,2.28,19.01,259.1
S869,Holstein,16.53,187.1,430.6,,44.2,14.3,622.9,,seaweed,2.21,18.01,297.7
S870,Other,14.3,98.5,371.2,201.4,,95.4,518.6,0.8,other,2.08,19.08,272.7
S871,Jersey,11.25,175.2,481.1,247.9,46.9,14.5,509.3,34.1,nitrate,2.48,22.39,252.0
S872,Jersey,17.8,180.1,470.1,240.3,48.4,52.2,671.8,19.5,tannin,1.51,19.31,343.7
S873,Holstein,13.73,240.8,664.4,332.3,59.4,19.7,581.1,42.6,3-NOP,2.41,21.26,291.8
S874,Holstein,13.46,43.1,167.2,87.5,47.1,7.6,537.6,24.0,none,0.0,15.37,206.9
S875,Holstein,15.57,241.7,246.8,118.5,21.6,20.2,537.7,0.0,none,0.0,17.9,278.7
S876,Holstein,14.61,186.9,634.6,,54.7,5.5,536.1,20.2,nitrate,2.17,21.65,316.3
S877,Holstein,14.51,80.1,672.1,383.4,,13.9,532.5,9.1,tannin,2.0,20.48,297.1
S878,Jersey,15.31,222.9,772.5,,20.2,49.3,498.0,39.5,none,0.0,22.9,350.7
S879,Crossbred,11.07,242.2,689.2,405.8,40.3,65.2,485.0,31.1,tannin,2.25,21.03,232.7
S880,Holstein,12.6,101.5,700.8,434.2,,8.7,563.3,15.4,none,0.0,20.27,255.4
S881,Crossbred,12.4,257.0,307.7,153.1,,44.1,539.4,23.8,none,0.0,19.48,241.6
S882,Other,15.65,148.3,367.3,176.4,39.7,58.1,641.4,30.1,lipid,1.64,18.22,285.2
S883,Crossbred,11.28,183.2,276.1,124.7,27.0,23.4,592.6,0.0,3-NOP,1.87,14.15,159.7
S884,Crossbred,14.46,272.4,507.1,233.0,22.3,37.2,590.9,3.6,none,0.0,22.25,321.7
S885,Crossbred,12.44,126.6,734.2,442.3,23.2,7.2,530.4,,seaweed,2.2,20.0,248.8
S886,Holstein,15.37,232.3,328.4,212.6,49.1,22.0,567.7,0.0,3-NOP,1.83,17.27,265.4
S887,Holstein,15.45,116.5,473.4,217.3,54.6,46.7,596.7,17.8,nitrate,2.4,21.54,332.8
S888,Other,14.55,229.0,295.4,177.1,,99.0,618.0,21.0,other,0.53,18.74,272.7
S889,Jersey,15.12,182.6,209.0,97.0,,99.6,569.4,6.1,tannin,2.38,17.6,266.1
S890,Crossbred,17.08,92.6,226.3,128.6,27.8,98.0,639.7,18.5,tannin,0.25,16.73,285.7
S891,Other,13.23,138.9,132.6,79.7,21.1,42.3,575.5,19.9,3-NOP,1.43,14.07,186.2
S892,Holstein,14.82,116.3,741.4,,42.1,8.1,622.6,4.9,seaweed,0.32,21.69,321.6
S893,Holstein,10.3,60.3,368.2,166.5,48.0,32.4,545.6,,none,0.0,19.1,196.8
S894,Jersey,10.02,49.0,662.7,377.1,45.9,23.8,466.2,27.0,none,0.0,21.85,218.9
S895,Holstein,13.66,123.1,558.3,361.9,35.5,1.4,591.1,17.5,lipid,0.3,19.5,266.4
S896,Jersey,15.57,46.5,224.1,112.4,42.2,9.5,618.5,22.8,3-NOP,1.66,16.41,255.6
S897,Crossbred,13.82,80.7,212.8,103.8,,45.3,609.5,14.1,seaweed,1.85,14.27,197.2
S898,Jersey,14.24,211.7,647.6,307.5,26.2,34.0,600.3,38.4,none,0.0,22.04,313.8
S899,Holstein,12.01,207.7,273.8,153.6,57.3,18.0,554.1,25.9,lipid,1.77,17.53,210.6
